Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Preprocs,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Zlib -9,62429,18.33,ucr,182.97,None,/colmajor/uint16/ucr/Plane.dat,-1,5,16,f,62570,99.77
Huffman,62578,1032.42,ucr,6058.88,None,/colmajor/uint16/ucr/Plane.dat,-1,5,16,f,62570,100.01
Zstd -1,139467,222.41,ucr,454.4,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,93.66
Zstd -9,127315,71.85,ucr,2244.41,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,85.5
Snappy,143547,2746.76,ucr,9044.58,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,96.4
LZ4,129578,868.59,ucr,4337.23,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,87.02
Zlib -1,126490,31.7,ucr,207.39,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,84.94
Zlib -9,126325,29.68,ucr,207.89,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,84.83
Huffman,145421,479.53,ucr,293.63,None,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,148910,97.66
Zstd -1,140915,297.18,ucr,280.13,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,93.23
Zstd -9,135623,75.69,ucr,300.68,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,89.73
Snappy,151154,2314.19,ucr,7319.23,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,100.01
LZ4,146166,1480.13,ucr,5860.26,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,96.71
Zlib -1,138726,21.22,ucr,171.87,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,91.79
Zlib -9,139058,25.25,ucr,180.56,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,92.0
Huffman,144114,338.07,ucr,296.36,None,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,5,16,f,151142,95.35
Zstd -1,478263,300.41,ucr,290.43,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,96.09
Zstd -9,477984,69.81,ucr,447.65,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,96.03
Snappy,497767,3431.6,ucr,6966.37,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,100.01
LZ4,499693,2780.36,ucr,5521.55,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,100.39
Zlib -1,473073,26.87,ucr,206.5,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,95.04
Zlib -9,477368,21.42,ucr,213.54,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,95.91
Huffman,478292,718.19,ucr,461.64,None,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,5,16,f,497740,96.09
Zstd -1,1128457,332.45,ucr,601.78,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,33.58
Zstd -9,1047588,40.41,ucr,720.48,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,31.17
Snappy,1391864,497.33,ucr,1337.06,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,41.42
LZ4,1352701,469.22,ucr,1940.62,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,40.25
Zlib -1,1030527,79.96,ucr,284.24,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,30.66
Zlib -9,969083,40.52,ucr,332.82,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,28.84
Huffman,2833541,702.75,ucr,603.23,None,/colmajor/uint16/ucr/ElectricDevices.dat,-1,5,16,f,3360664,84.31
Zstd -1,32592,406.3,ucr,10242.69,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,100.03
Zstd -9,32592,75.91,ucr,10944.58,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,100.03
Snappy,32588,3324.35,ucr,16291.0,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,100.02
LZ4,32711,3697.88,ucr,18335.4,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,100.4
Zlib -1,32292,29.57,ucr,168.59,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,99.11
Zlib -9,32348,26.59,ucr,201.33,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,99.28
Huffman,32348,349.44,ucr,271.68,None,/colmajor/uint16/ucr/Coffee.dat,-1,5,16,f,32582,99.28
Zstd -1,109201,183.28,ucr,287.59,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,94.53
Zstd -9,105672,75.7,ucr,514.68,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,91.47
Snappy,115190,4278.9,ucr,10833.27,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,99.71
LZ4,114683,986.11,ucr,7362.1,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,99.27
Zlib -1,105326,26.26,ucr,183.26,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,91.17
Zlib -9,105446,23.34,ucr,170.5,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,91.27
Huffman,111213,319.14,ucr,446.08,None,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,5,16,f,115526,96.27
Zstd -1,943745,534.87,ucr,497.91,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,92.91
Zstd -9,900516,24.71,ucr,437.58,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,88.65
Snappy,1015864,3260.51,ucr,11302.37,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,100.01
LZ4,1019797,4380.18,ucr,11174.19,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,100.39
Zlib -1,872002,33.77,ucr,205.28,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,85.84
Zlib -9,919670,23.72,ucr,214.52,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,90.54
Huffman,943738,578.02,ucr,637.4,None,/colmajor/uint16/ucr/Haptics.dat,-1,5,16,f,1015812,92.9
Zstd -1,18495059,604.56,ucr,583.08,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,97.3
Zstd -9,16917259,14.27,ucr,394.44,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,89.0
Snappy,19008480,5031.92,ucr,11106.27,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,100.0
LZ4,19082214,6101.85,ucr,10709.86,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,100.39
Zlib -1,17451796,30.19,ucr,195.3,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,91.81
Zlib -9,18078187,26.17,ucr,232.89,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,95.11
Huffman,18493944,773.63,ucr,597.0,None,/colmajor/uint16/ucr/StarLightCurves.dat,-1,5,16,f,19007678,97.3
Zstd -1,85854,604.95,ucr,940.88,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,7.89
Zstd -9,75642,117.7,ucr,1473.95,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,6.96
Snappy,150612,1014.09,ucr,2194.06,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,13.85
LZ4,140722,1258.91,ucr,3025.51,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,12.94
Zlib -1,88830,267.51,ucr,612.49,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,8.17
Zlib -9,68821,54.43,ucr,661.42,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,6.33
Huffman,859173,740.66,ucr,728.53,None,/colmajor/uint16/ucr/ScreenType.dat,-1,5,16,f,1087490,79.01
Zstd -1,4848122,587.21,ucr,614.02,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,98.16
Zstd -9,4823871,21.98,ucr,1437.9,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,97.67
Snappy,4939422,6908.74,ucr,11994.64,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,100.0
LZ4,4958561,5882.77,ucr,12767.94,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,100.39
Zlib -1,4784086,28.62,ucr,229.44,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,96.86
Zlib -9,4839531,25.25,ucr,256.9,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,97.98
Huffman,4848756,615.58,ucr,589.65,None,/colmajor/uint16/ucr/MALLAT.dat,-1,5,16,f,4939190,98.17
Zstd -1,112913,251.22,ucr,468.8,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,72.68
Zstd -9,112531,48.84,ucr,402.52,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,72.44
Snappy,136064,1985.99,ucr,4747.4,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,87.58
LZ4,130405,593.57,ucr,4145.98,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,83.94
Zlib -1,112243,29.79,ucr,192.95,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,72.25
Zlib -9,111874,19.1,ucr,172.64,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,72.01
Huffman,135786,278.37,ucr,270.28,None,/colmajor/uint16/ucr/Lighting2.dat,-1,5,16,f,155354,87.4
Zstd -1,299258,557.48,ucr,5221.34,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,100.01
Zstd -9,299258,86.16,ucr,7140.23,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,100.01
Snappy,299258,2441.04,ucr,5675.27,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,100.01
LZ4,300415,2704.48,ucr,5621.01,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,100.39
Zlib -1,295092,24.68,ucr,186.8,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,98.61
Zlib -9,295194,27.62,ucr,264.82,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,98.65
Huffman,298655,1168.69,ucr,3060.34,None,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,5,16,f,299240,99.8
Zstd -1,4332316,671.88,ucr,564.21,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,96.48
Zstd -9,4332425,143.24,ucr,605.38,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,96.48
Snappy,4490661,6240.94,ucr,11305.69,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,100.0
LZ4,4508061,5470.03,ucr,9287.21,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,100.39
Zlib -1,4342391,28.97,ucr,239.51,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,96.7
Zlib -9,4342518,29.61,ucr,255.93,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,96.71
Huffman,4332735,746.04,ucr,601.12,None,/colmajor/uint16/ucr/FordB.dat,-1,5,16,f,4490450,96.49
Zstd -1,93037,827.13,ucr,1691.74,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,8.56
Zstd -9,83099,165.21,ucr,1675.04,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,7.64
Snappy,139417,1263.05,ucr,1914.07,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,12.82
LZ4,117266,1154.3,ucr,3613.26,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,10.78
Zlib -1,89955,192.31,ucr,539.48,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,8.27
Zlib -9,77145,51.42,ucr,608.59,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,7.09
Huffman,714454,730.82,ucr,772.41,None,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,5,16,f,1087490,65.7
Zstd -1,63568,838.13,ucr,17215.06,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,100.02
Zstd -9,63568,181.79,ucr,17704.18,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,100.02
Snappy,63564,6777.35,ucr,17542.92,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,100.01
LZ4,63808,5964.53,ucr,17266.5,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,100.39
Zlib -1,62597,31.96,ucr,263.91,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,98.49
Zlib -9,62578,35.03,ucr,265.37,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,98.46
Huffman,63566,2036.85,ucr,18832.0,None,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,5,16,f,63558,100.01
Zstd -1,55034,487.49,ucr,625.31,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,96.57
Zstd -9,55034,263.82,ucr,645.22,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,96.57
Snappy,56996,1030.41,ucr,16841.02,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,100.01
LZ4,57215,4833.76,ucr,16951.22,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,100.39
Zlib -1,54290,33.15,ucr,217.1,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,95.26
Zlib -9,54744,30.05,ucr,240.63,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,96.06
Huffman,55022,481.95,ucr,669.13,None,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,96.55
Zstd -1,50807,411.19,ucr,620.8,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,95.78
Zstd -9,50355,74.89,ucr,589.08,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,94.92
Snappy,53054,5505.76,ucr,13668.64,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,100.01
LZ4,53257,1699.17,ucr,12180.94,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,100.39
Zlib -1,49474,25.49,ucr,148.25,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,93.26
Zlib -9,49888,16.27,ucr,145.32,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,94.04
Huffman,50822,274.78,ucr,280.41,None,/colmajor/uint16/ucr/Wine.dat,-1,5,16,f,53048,95.8
Zstd -1,54530,529.52,ucr,1587.51,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,5.01
Zstd -9,49432,137.74,ucr,2041.37,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,4.55
Snappy,110977,1502.72,ucr,2369.12,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,10.2
LZ4,88295,1678.22,ucr,4164.3,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,8.12
Zlib -1,63866,311.6,ucr,791.52,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,5.87
Zlib -9,47167,36.86,ucr,789.74,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,4.34
Huffman,648746,677.9,ucr,890.37,None,/colmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,f,1087490,59.66
Zstd -1,577351,419.04,ucr,449.14,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,94.34
Zstd -9,576467,94.22,ucr,624.07,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,94.2
Snappy,612023,3962.74,ucr,9339.22,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,100.01
LZ4,614391,5557.94,ucr,11516.99,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,100.39
Zlib -1,578514,28.04,ucr,240.22,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,94.53
Zlib -9,577324,30.07,ucr,185.7,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,94.34
Huffman,577852,538.36,ucr,488.28,None,/colmajor/uint16/ucr/FaceAll.dat,-1,5,16,f,611990,94.42
Zstd -1,101889,492.71,ucr,516.67,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,93.73
Zstd -9,101104,25.21,ucr,261.78,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,93.0
Snappy,108719,2368.62,ucr,5223.93,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,100.01
LZ4,109138,2072.88,ucr,5322.14,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,100.39
Zlib -1,99031,20.0,ucr,152.43,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,91.1
Zlib -9,100495,19.83,ucr,160.8,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,92.44
Huffman,101875,482.04,ucr,440.15,None,/colmajor/uint16/ucr/Meat.dat,-1,5,16,f,108710,93.71
Zstd -1,4811883,548.95,ucr,605.73,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,96.81
Zstd -9,4811940,150.24,ucr,606.8,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,96.82
Snappy,4970432,6650.24,ucr,10410.04,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,100.0
LZ4,4989692,4557.86,ucr,9598.72,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,100.39
Zlib -1,4821958,31.71,ucr,253.06,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,97.02
Zlib -9,4821119,29.72,ucr,256.27,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,97.0
Huffman,4812893,537.86,ucr,634.18,None,/colmajor/uint16/ucr/FordA.dat,-1,5,16,f,4970200,96.83
Zstd -1,204771,279.53,ucr,732.01,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,18.83
Zstd -9,179723,61.63,ucr,725.48,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,16.53
Snappy,289112,444.28,ucr,1022.69,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,26.59
LZ4,301753,517.28,ucr,1581.44,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,27.75
Zlib -1,197815,134.08,ucr,392.54,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,18.19
Zlib -9,164138,38.51,ucr,380.63,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,15.09
Huffman,942922,532.45,ucr,604.57,None,/colmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,f,1087490,86.71
Zstd -1,197287,395.83,ucr,434.35,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,97.58
Zstd -9,191311,33.4,ucr,245.21,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,94.63
Snappy,202191,2538.39,ucr,5362.1,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,100.01
LZ4,202972,2011.3,ucr,7707.89,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,100.39
Zlib -1,191325,20.24,ucr,170.52,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,94.63
Zlib -9,191080,25.24,ucr,188.14,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,94.51
Huffman,197284,590.36,ucr,676.14,None,/colmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,f,202178,97.58
Zstd -1,66337,476.42,ucr,459.86,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,96.15
Zstd -9,65739,55.84,ucr,561.3,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,95.29
Snappy,68999,6642.6,ucr,17505.71,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,100.01
LZ4,69262,5975.75,ucr,18069.67,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,100.39
Zlib -1,63967,38.47,ucr,221.99,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,92.72
Zlib -9,65275,31.25,ucr,223.88,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,94.62
Huffman,66323,528.26,ucr,634.05,None,/colmajor/uint16/ucr/OliveOil.dat,-1,5,16,f,68990,96.13
Zstd -1,39288,565.67,ucr,634.38,None,/colmajor/uint16/ucr/ECG200.dat,-1,5,16,f,40390,97.27
