Filename,FastPFOR,Huffman,LZ4,SIMDBP128,Simple8B,Snappy,SprintzDelta -1,SprintzDelta_Huf -1,SprintzXff -1,SprintzXff_Huf -1,Zlib -1,Zlib -9,Zstd -1,Zstd -9
DistalPhalanxOutlineAgeGroup,0.9897070467141725,1.0969723562966214,1.2029351617947792,0.9908838684106223,0.9423294383716547,1.160496692584426,1.4234875444839858,1.4830194275545008,1.5328019619865114,1.6801075268817203,1.355197181189863,1.3410218586562963,1.261193088661874,1.311991603253739
DistalPhalanxOutlineCorrect,0.9904912836767037,1.097574360662935,1.162520344106022,0.9912767644726408,0.9437523593808985,1.0422094841063054,1.4622020763269483,1.5239256324291373,1.556178026766262,1.6989466530750934,1.3679890560875514,1.33422281521014,1.25,1.3104442405975625
DistalPhalanxTW,0.9893153937475268,1.0981770261366133,1.1879306248515085,0.9908838684106223,0.9458948164964056,1.169453865045024,1.4291839359725598,1.4889815366289458,1.5401201293700908,1.6835016835016836,1.3367196898810318,1.3156163662675964,1.2495314257153567,1.300221037576388
ECG200,0.988533017002768,1.1403808872163304,0.9978048293753742,0.9904912836767037,0.9480470231323473,0.9997000899730081,1.3958682300390843,1.4507471347744088,1.3972334777141262,1.456876456876457,1.1737089201877935,1.1653653420347279,1.1394712853236098,1.1523392486748099
ECG5000,0.9920634920634921,1.3691128148959473,1.177440244907571,0.9920634920634921,0.9194556822361162,1.2379301807378065,1.9786307874950535,2.168726957276079,1.9215987701767872,2.1510002151000216,1.654533421575116,1.757469244288225,1.4821402104639099,1.8109380659181455
ECGFiveDays,0.9900990099009901,1.5518311607697084,1.41643059490085,0.9912767644726408,0.8750437521876093,1.5006002400960383,2.097755401720159,2.391200382592061,2.003606491685033,2.3529411764705883,1.9051247856734614,2.1519259737465033,1.877581674802854,2.182929491377428
Earthquakes,1.2658227848101267,1.6041065126724414,2.0193861066235863,1.072041166380789,1.09217999126256,2.0563438206868185,1.2027904738994466,2.222716159146477,1.17000117000117,1.8031013342949873,2.698327037236913,3.2144005143040824,2.7839643652561246,3.1625553447185326
ElectricDevices,1.01667344448963,1.7076502732240437,2.413709872073377,0.9924573243350535,0.9310986964618249,2.4588148512417014,1.9157088122605364,2.513826043237808,1.986886548778065,2.479543763947434,3.309066843150232,3.8299502106472616,3.244646333549643,3.675119441381845
FISH,1.3185654008438819,1.3833171946327292,2.3736055067647754,1.325556733828208,1.4204545454545454,2.5826446280991737,3.930817610062893,6.071645415907711,3.7835792659856224,5.43773790103317,3.2552083333333335,5.470459518599562,3.769317753486619,5.219206680584551
FaceAll,1.0897994768962511,1.2901561088891755,1.005631536604988,0.9984025559105432,0.9823182711198428,1.004823151125402,1.42571998859424,1.474056603773585,1.4916467780429592,1.565680288085173,1.337971635001338,1.341741580571582,1.290822253775655,1.341741580571582
FaceFour,0.9932459276916964,1.2143290831815423,1.1708230886313078,0.9952229299363057,0.9523809523809523,1.1405109489051093,1.4705882352941178,1.885014137606032,1.4712373105781962,1.841959845275373,1.5165301789505612,1.549666821633349,1.2827090815802977,1.530690341343946
FacesUCR,1.0897994768962511,1.2805736970162633,0.99930048965724,1.001201441730076,0.9823182711198428,0.9999000099990001,1.4218683349921797,1.474056603773585,1.4927601134497688,1.564210855623338,1.3224014810896587,1.3232764324467383,1.2804097311139566,1.332090049287332
FordA,0.9920634920634921,1.172470395122523,1.010611419909045,0.9920634920634921,0.9087604507451835,1.0015022533800702,1.5278838808250572,1.5847860538827259,1.9455252918287937,2.1226915729144555,1.4027212792818067,1.3986013986013985,1.1745360582569886,1.6501650165016502
FordB,0.9920634920634921,1.1980352222355337,1.0124531740407006,0.9920634920634921,0.8877840909090909,1.0052271813429834,1.5413070283600494,1.5997440409534476,1.9338619222587508,2.112378538234051,1.4281633818908883,1.4316392269148175,1.2012012012012012,1.6758840288252053
Gun_Point,0.9912767644726408,1.1301989150090415,1.5179113539769278,0.9912767644726408,0.9433962264150944,1.570598397989634,2.5464731347084286,2.932551319648094,2.755580049600441,3.4746351633078527,1.8932222642938281,2.042483660130719,1.7143836790673754,1.9996000799840032
Ham,1.1363636363636365,1.3415615776764152,1.285016705217168,1.1052166224580018,1.187648456057007,1.3776002204160351,2.135383301302584,2.350176263219742,2.352387673488591,2.759381898454746,1.7513134851138352,1.9175455417066156,1.6268098259313486,1.9391118867558659
HandOutlines,1.0088781275221952,1.0765421466250404,2.4521824423737124,1.0183299389002036,0.9134088417975885,2.2815423226100844,4.022526146419952,7.0821529745042495,4.011231448054553,6.596306068601583,2.962962962962963,5.130836326321191,3.8476337052712584,4.8828125
Haptics,0.9920634920634921,1.3854253255749513,2.376990729736154,0.9920634920634921,0.8750437521876093,2.6164311878597593,3.912363067292645,6.195786864931846,3.7593984962406015,5.820721769499418,3.1715826197272436,5.173305742369375,3.915426781519186,4.697040864255519
Herring,0.9908838684106223,1.029654036243822,1.1485012059262663,0.998003992015968,0.9512937595129376,1.2283503255128363,2.313208420078649,2.6688017080330932,2.5246149962130775,3.1220730565095223,1.6863406408094437,1.793400286944046,1.17000117000117,1.7605633802816902
InlineSkate,1.0879025239338556,1.1339154099104207,1.6118633139909735,1.102779003087781,1.0064412238325282,1.6423057973394646,3.2331070158422244,4.264392324093817,3.0404378230465188,3.940110323089047,2.20799293442261,2.6212319790301444,1.92789666473877,2.881844380403458
InsectWingbeatSound,1.1071744906997343,1.3696753869332967,1.5186028853454823,1.0647359454855196,1.2531328320802007,1.6129032258064515,2.4131274131274134,2.638522427440633,2.5425883549453343,2.9922202274087373,1.929384526336099,2.1663778162911616,1.8882175226586102,2.2070183182520413
ItalyPowerDemand,0.9908838684106223,1.0950503723171268,1.0081661457808246,0.9908838684106223,0.9081002542680712,0.9998000399920016,1.0855405992184106,1.1743981209630063,1.114951499609767,1.2161011796181442,1.154201292705448,1.150483202945237,1.0946907498631637,1.1440338634023568
LargeKitchenAppliances,1.7543859649122806,3.815337657382678,12.019230769230768,1.6611295681063123,1.7908309455587392,8.771929824561402,11.976047904191617,15.337423312883436,11.806375442739078,14.836795252225519,14.836795252225519,17.793594306049823,16.025641025641026,17.699115044247787
Lighting2,1.5479876160990713,1.6943409013893596,1.7482517482517481,1.5114873035066507,1.699524133242692,1.826817683595177,2.837684449489217,3.228931223764934,2.757859900717044,3.1776294884016525,2.4455857177794083,2.6954177897574123,2.5641025641025643,2.7292576419213974
Lighting7,1.326963906581741,1.528584530724549,1.4814814814814814,1.2683916793505834,1.4392630972941853,1.5283509093687908,2.3046784973496197,2.522704339051463,2.2701475595913734,2.51130085384229,2.028809089064719,2.1602937999567944,2.079434393844874,2.2138587558113794
MALLAT,1.004823151125402,1.0903936321011887,1.5375153751537514,1.0237510237510237,1.0390689941812137,1.530690341343946,2.698327037236913,3.063725490196078,2.743484224965706,3.5248501938667607,1.9727756954034328,2.4044241404183695,1.9845207382417147,3.2615786040443573
Meat,1.034340091021928,1.2695188523549574,1.9904458598726114,1.0647359454855196,1.0486577181208054,2.2867596615595702,2.8216704288939054,3.2435939020434645,2.6737967914438503,3.4246575342465753,2.834467120181406,3.924646781789639,3.1220730565095223,3.912363067292645
MedicalImages,1.0860121633362294,1.3287270794578792,1.3511687609782461,1.012555690562981,1.098901098901099,1.440922190201729,2.279981760145919,2.4606299212598426,2.31000231000231,2.6638252530633992,1.7562346329469618,1.9727756954034328,1.7196904557179709,2.021018593371059
MiddlePhalanxOutlineAgeGroup,0.9897070467141725,1.081782778018174,1.1595547309833025,0.9912767644726408,0.9466111321469141,1.1462631820265934,1.4098406880022556,1.485222040695084,1.5332720024532351,1.69548999660902,1.3533631073216943,1.3176966662274345,1.211680600993578,1.2773023374632775
MiddlePhalanxOutlineCorrect,0.9908838684106223,1.0796804145972791,1.1287955751213454,0.9916699722332407,0.9509319132750096,1.0467915837956663,1.4154281670205235,1.492982979994028,1.5484670176525241,1.7091095539224064,1.3825521913452232,1.3236267372600927,1.2003360941063497,1.2901561088891755
MiddlePhalanxTW,0.9904912836767037,1.0811979673478214,1.1474469305794606,0.9920634920634921,0.9502090459901179,1.1316057485572026,1.4156285390713477,1.4887598630340926,1.5408320493066254,1.6983695652173911,1.331026221216558,1.2853470437017995,1.201634222542658,1.2656625743576762
MoteStrain,0.9916699722332407,1.3548299688389107,1.239771881973717,0.9916699722332407,0.9154155986818016,1.2939958592132506,2.000400080016003,2.2558087074216107,1.9688915140775745,2.232641214556821,1.7674089784376106,1.9489378288832586,1.6315875346712352,1.9646365422396856
NonInvasiveFatalECG_Thorax1,0.9956192751891677,1.2750223128904754,1.6869095816464237,1.0109179134654267,0.929368029739777,1.756543123133673,3.0525030525030528,3.8684719535783363,2.9061319383900033,3.9215686274509802,2.229654403567447,2.7300027300027296,2.2634676324128566,2.875215641173088
NonInvasiveFatalECG_Thorax2,1.0141987829614605,1.2807377049180328,1.812250815512867,1.02880658436214,0.9512937595129376,1.8885741265344664,3.1857279388340234,4.154549231408392,3.026634382566586,4.221190375685943,2.375861249703017,3.0030030030030033,2.507522567703109,3.136762860727729
OSULeaf,0.9912767644726408,1.0984182776801406,1.0645092612305727,0.9920634920634921,0.9324878776575904,1.067463706233988,2.02552157180474,2.2527596305474207,2.1925016443762333,2.5393600812595225,1.5375153751537514,1.5847860538827259,1.21300339640951,1.6619577862722286
OliveOil,1.0552975939214857,1.177440244907571,2.735229759299781,1.0711225364181662,1.2833675564681724,2.9411764705882355,2.560163850486431,2.915451895043732,2.7085590465872156,3.3333333333333335,3.6778227289444647,5.319148936170213,4.589261128958238,5.518763796909492
PhalangesOutlinesCorrect,0.9916699722332407,1.1140819964349375,1.177301624676242,0.9920634920634921,0.9448223733938019,1.162655505173817,1.5216068167985393,1.5875535799333227,1.6423057973394646,1.825817053131276,1.483459427384661,1.449905756125852,1.2884937508053087,1.475361463558572
Phoneme,0.9920634920634921,1.5156107911488328,1.2186205215695831,0.9920634920634921,0.8877840909090909,1.252975817566721,2.038320423970648,2.1881838074398248,2.0312817387771687,2.2212350066637048,1.7199862401100792,1.852881230313137,1.7250301880282906,1.9234468166955183
Plane,0.9908838684106223,1.039717196922437,1.0566356720202874,0.9908838684106223,0.9448223733938019,0.9998000399920016,1.4762326542663124,1.5992323684631378,1.6485328058028357,1.8747656542932132,1.2610340479192939,1.2454851164528582,1.0639429726566656,1.2159533073929962
ProximalPhalanxOutlineAgeGroup,0.9900990099009901,1.0866021949364337,1.200192030724916,0.9908838684106223,0.9633911368015414,1.101079057476327,1.4269406392694064,1.509433962264151,1.5549681231534753,1.7379214459506431,1.4080540692762602,1.380452788514633,1.2338062924120914,1.3354700854700856
ProximalPhalanxOutlineCorrect,0.9908838684106223,1.092060718575953,1.2135922330097086,0.9916699722332407,0.9704968944099378,1.154068090017311,1.4570887367040655,1.5520720161415489,1.594387755102041,1.7889087656529516,1.457725947521866,1.4300014300014299,1.277139208173691,1.3995801259622114
ProximalPhalanxTW,0.9900990099009901,1.0857763300760044,1.184413123297406,0.9908838684106223,0.9697439875872769,1.1717834544176235,1.4310246136233544,1.5130882130428203,1.5605493133583022,1.7406440382941688,1.3902405116085081,1.3403029084573113,1.221597849987784,1.321003963011889
RefrigerationDevices,0.998003992015968,1.458151064450277,2.5826446280991737,0.9956192751891677,0.9338812103100486,2.7639579878385847,1.608751608751609,2.483238142537869,1.5997440409534476,2.311604253351826,3.9339103068450036,4.697040864255519,3.6075036075036078,4.3383947939262475
ScreenType,1.199040767386091,1.9297568506368197,5.6785917092561045,1.2135922330097086,1.1753643629525152,5.675368898978434,4.118616144975288,5.717552887364208,4.140786749482402,5.420054200542006,8.976660682226212,11.79245283018868,8.865248226950355,11.210762331838565
ShapeletSim,0.9912767644726408,0.9999000099990001,0.9976057462090983,0.9920634920634921,0.876885303402315,0.9999000099990001,0.9521089212605922,0.9695559433779329,0.9498480243161094,0.9656237929702588,1.01667344448963,1.0185373803218578,0.9999000099990001,0.9999000099990001
ShapesAll,0.9920634920634921,1.0792143319663285,1.1832919181161992,0.9932459276916964,0.9218289085545722,1.1806375442739079,2.4154589371980677,2.675943270002676,2.46669955599408,2.8449502133712663,1.6818028927009754,1.8165304268846505,1.2621481761958853,1.9364833462432223
SmallKitchenAppliances,1.2973533990659056,5.122950819672131,11.933174224343674,1.2042389210019266,1.232134056185313,9.82318271119843,8.841732979664014,13.88888888888889,8.665511265164646,13.054830287206267,17.006802721088437,24.630541871921185,19.41747572815534,24.096385542168672
SonyAIBORobotSurface,0.9893153937475268,1.13314447592068,1.0464629552113855,0.9904912836767037,0.8960573476702509,1.0001000100010002,1.162520344106022,1.3131976362442546,1.187648456057007,1.2683916793505834,1.2751849018107626,1.279263144428809,1.1496895838123706,1.2520345561537498
SonyAIBORobotSurfaceII,0.9904912836767037,1.2029351617947792,1.0400416016640666,0.9912767644726408,0.8986340762041697,1.0628122010840684,1.1270145384875465,1.2683916793505834,1.134301270417423,1.2242899118511263,1.3063357282821686,1.3297872340425532,1.2330456226880395,1.326963906581741
StarLightCurves,1.0979358805445762,1.152604887044721,2.3940627244433803,1.123090745732255,1.0464629552113855,2.3685457129322596,4.056795131845842,6.618133686300464,3.9001560062402496,6.455777921239509,2.927400468384075,4.666355576294913,3.816793893129771,4.904364884747425
Strawberry,0.9920634920634921,1.160227404571296,1.3856172925038104,1.031778786628147,1.011326860841424,1.4265335235378032,2.230151650312221,2.459419576979833,2.3854961832061066,2.8184892897406995,1.8254837531945964,2.0437359493153484,1.7507002801120448,2.294630564479119
SwedishLeaf,0.9916699722332407,1.0924186148131962,1.0072522159548751,0.9916699722332407,0.9160864785635764,0.9999000099990001,1.606941989394183,1.675041876046901,1.6920473773265652,1.832508704416346,1.2794268167860798,1.2341108231519191,1.0922992900054616,1.2745347947998982
Symbols,0.9936406995230525,1.0583130489998942,1.4771048744460855,1.0117361392148927,0.9531071292413267,1.4757969303423848,2.6567481402763016,3.17359568390987,2.7233115468409586,3.562522265764161,1.9428793471925394,2.2857142857142856,1.6849199663016006,2.4636610002463657
ToeSegmentation1,0.9908838684106223,1.2461059190031152,1.0863661053775122,0.9912767644726408,0.8830801836806782,1.0949304719150335,1.8171906232963837,1.9443904335990667,1.8178512997636793,1.99203187250996,1.511715797430083,1.5260186174271326,1.3410218586562963,1.5455950540958268
ToeSegmentation2,0.9992006394884093,1.1936022917164,1.1701380762930027,1.00080064051241,0.9712509712509713,1.070090957731407,2.011263073209976,2.1630975556997623,2.0445716622367613,2.294630564479119,1.505570611261668,1.535862386730149,1.2865045670912132,1.5190642564180465
Trace,1.08038029386344,1.3078733978550878,1.2049644535486204,1.0557432432432432,1.0416666666666667,1.1667250029168126,2.02757502027575,2.2644927536231885,1.9758940920766648,2.2573363431151243,1.614465611882467,1.658374792703151,1.3511687609782461,1.6471750947125678
TwoLeadECG,0.9900990099009901,1.1313497001923294,1.0147133434804667,0.9912767644726408,0.8821453775582216,0.9999000099990001,1.5782828282828283,1.6914749661705009,1.6608536787908985,1.8162005085361423,1.3646288209606987,1.3550135501355014,1.1442956860052638,1.3651877133105803
Two_Patterns,0.9916699722332407,1.1127183709803048,1.2674271229404308,0.9920634920634921,0.9028530155290718,1.2825445684237526,1.0764262648008611,1.3599891200870393,1.0629251700680273,1.3296104241457254,1.5895724050230489,1.6866250632484399,1.6186468112657817,1.6837851490149858
UWaveGestureLibraryAll,1.0096930533117932,1.2822156686754713,1.841620626151013,1.031778786628147,0.9693679720822025,1.8754688672168043,3.1201248049922,3.7383177570093458,3.0339805825242716,3.746721618583739,2.470355731225297,3.0057108506161705,2.4443901246638964,3.1756113051762465
Wine,0.9900990099009901,1.1839924224484963,2.6028110359187924,0.9976057462090983,0.9777082518576456,2.704895861509332,2.0120724346076457,2.141786249732277,2.1767522855899,2.6157467957101757,3.389830508474576,4.599816007359706,4.246284501061571,4.88997555012225
WordsSynonyms,1.0175010175010175,1.1890606420927468,1.380452788514633,1.0283833813245578,1.0369141435089175,1.4480162177816391,2.3719165085388996,2.6680896478121667,2.6688017080330932,3.3444816053511706,1.826817683595177,2.0798668885191347,1.7379214459506431,2.208968411751712
Worms,0.9996001599360256,1.1720581340834506,1.162655505173817,1.0064412238325282,0.9272997032640949,1.188212927756654,2.2962112514351323,2.545824847250509,2.2609088853719195,2.557544757033248,1.6414970453053184,1.7355085039916696,1.5130882130428203,2.0412329046744233
WormsTwoClass,0.9996001599360256,1.1720581340834506,1.162655505173817,1.0064412238325282,0.9272997032640949,1.188212927756654,2.2962112514351323,2.545824847250509,2.2609088853719195,2.557544757033248,1.6414970453053184,1.7355085039916696,1.5130882130428203,2.0412329046744233
synthetic_control,0.9908838684106223,0.9998000399920016,0.9961151509114453,0.9908838684106223,0.8957362952346829,0.9998000399920016,0.9556574923547401,1.036591686534674,0.9575792396820836,1.0451505016722407,1.0506408909434755,1.0511931041732367,0.9997000899730081,0.9997000899730081
uWaveGestureLibrary_X,0.9972078181092939,1.244090569793481,1.8218254691200584,1.0121457489878543,0.9466111321469141,1.8747656542932132,3.3189512114171924,3.9808917197452227,3.2320620555914674,4.22654268808115,2.452783909737552,2.9797377830750893,2.3923444976076556,3.1456432840515887
uWaveGestureLibrary_Y,1.0964912280701753,1.2374706100730106,1.8590816136828408,1.0960105217010083,1.0170870626525632,1.9157088122605364,3.4013605442176873,4.110152075626798,3.2851511169513796,4.284490145672665,2.5062656641604013,3.0330603579011224,2.416626389560174,3.1948881789137378
uWaveGestureLibrary_Z,0.9948269001193792,1.1655011655011656,1.6570008285004143,1.0060362173038229,0.9419743782969103,1.7143836790673754,3.0627871362940278,3.5816618911174785,3.0618493570116354,3.951007506914263,2.25123818099955,2.6260504201680672,2.02757502027575,2.8433323855558714
wafer,1.1363636363636365,1.4900908955446281,3.181673560292714,1.120573733751681,1.1441647597254003,3.2268473701193936,3.0039050765995796,4.796163069544364,2.9197080291970803,4.597701149425287,4.11522633744856,5.470459518599562,4.76417341591234,5.868544600938967
yoga,0.9920634920634921,0.9999000099990001,1.1970313622216902,0.9924573243350535,0.9262689885142646,1.2143290831815423,2.3239600278875203,2.6469031233456857,2.4888003982080638,3.0229746070133015,1.7476406850751487,1.9409937888198756,1.2465719272001994,2.185792349726776
