,Algorithm,Filename,Ratio,Order
790,SprintzXff_16b -1,Car,1.706484641638225,c
792,SprintzXff_Huf_16b -1,Car,1.7953321364452424,c
341,Zlib -1,Car,1.0146103896103895,f
342,Zlib -9,Car,1.0045203415369162,f
337,Zstd -1,Car,0.9999000099990001,f
338,Zstd -9,Car,0.9999000099990001,f
1646,FastPFOR,ChlorineConcentration,1.9916351324437362,f
266,Huffman,ChlorineConcentration,1.1135857461024499,f
263,LZ4,ChlorineConcentration,1.002908434459934,f
1645,SIMDBP128,ChlorineConcentration,1.99203187250996,f
1647,Simple8B,ChlorineConcentration,1.6826518593303046,f
262,Snappy,ChlorineConcentration,1.0002000400080016,f
745,SprintzDelta_16b -1,ChlorineConcentration,1.2012012012012012,c
747,SprintzDelta_Huf_16b -1,ChlorineConcentration,1.2103606874848705,c
746,SprintzXff_16b -1,ChlorineConcentration,1.200912693647172,c
748,SprintzXff_Huf_16b -1,ChlorineConcentration,1.2097749818533754,c
264,Zlib -1,ChlorineConcentration,1.115822361080116,f
265,Zlib -9,ChlorineConcentration,1.120699316373417,f
260,Zstd -1,ChlorineConcentration,1.1185682326621924,f
261,Zstd -9,ChlorineConcentration,1.1234692731153801,f
1667,FastPFOR,CinC_ECG_torso,2.0366598778004072,f
315,Huffman,CinC_ECG_torso,1.1381743683132255,f
312,LZ4,CinC_ECG_torso,1.057194206575748,f
1666,SIMDBP128,CinC_ECG_torso,2.0475020475020473,f
1668,Simple8B,CinC_ECG_torso,1.8178512997636793,f
311,Snappy,CinC_ECG_torso,1.0072522159548751,f
773,SprintzDelta_16b -1,CinC_ECG_torso,1.9157088122605364,c
775,SprintzDelta_Huf_16b -1,CinC_ECG_torso,1.968503937007874,c
774,SprintzXff_16b -1,CinC_ECG_torso,1.9845207382417147,c
776,SprintzXff_Huf_16b -1,CinC_ECG_torso,2.0,c
313,Zlib -1,CinC_ECG_torso,1.3367196898810318,f
314,Zlib -9,CinC_ECG_torso,1.3365410318096766,f
309,Zstd -1,CinC_ECG_torso,1.1520737327188941,f
310,Zstd -9,CinC_ECG_torso,1.385809312638581,f
1565,FastPFOR,Coffee,1.9833399444664814,f
77,Huffman,Coffee,1.0072522159548751,f
74,LZ4,Coffee,0.99601593625498,f
1564,SIMDBP128,Coffee,1.9912385503783354,f
1566,Simple8B,Coffee,1.6866250632484399,f
73,Snappy,Coffee,0.9998000399920016,f
637,SprintzDelta_16b -1,Coffee,1.288659793814433,c
639,SprintzDelta_Huf_16b -1,Coffee,1.2903225806451613,c
638,SprintzXff_16b -1,Coffee,1.359249694168819,c
640,SprintzXff_Huf_16b -1,Coffee,1.3644426251876107,c
75,Zlib -1,Coffee,1.008979921299566,f
76,Zlib -9,Coffee,1.0072522159548751,f
71,Zstd -1,Coffee,0.9997000899730081,f
72,Zstd -9,Coffee,0.9997000899730081,f
1697,FastPFOR,Computers,2.328288707799767,f
385,Huffman,Computers,1.2840267077555214,f
382,LZ4,Computers,6.798096532970768,f
1696,SIMDBP128,Computers,2.328830926874709,f
1698,Simple8B,Computers,2.0,f
381,Snappy,Computers,6.835269993164729,f
813,SprintzDelta_16b -1,Computers,2.3607176581680833,c
815,SprintzDelta_Huf_16b -1,Computers,3.35345405767941,c
814,SprintzXff_16b -1,Computers,2.366863905325444,c
816,SprintzXff_Huf_16b -1,Computers,2.960331557134399,c
383,Zlib -1,Computers,11.299435028248588,f
384,Zlib -9,Computers,14.925373134328359,f
379,Zstd -1,Computers,11.534025374855824,f
380,Zstd -9,Computers,13.175230566534914,f
1772,FastPFOR,Cricket_X,2.1168501270110074,f
560,Huffman,Cricket_X,1.075268817204301,f
557,LZ4,Cricket_X,0.9961151509114453,f
1771,SIMDBP128,Cricket_X,2.092487968194183,f
1773,Simple8B,Cricket_X,1.9916351324437362,f
556,Snappy,Cricket_X,0.9999000099990001,f
913,SprintzDelta_16b -1,Cricket_X,1.3410218586562963,c
915,SprintzDelta_Huf_16b -1,Cricket_X,1.349892008639309,c
914,SprintzXff_16b -1,Cricket_X,1.339764201500536,c
916,SprintzXff_Huf_16b -1,Cricket_X,1.3480722566729575,c
558,Zlib -1,Cricket_X,1.0823682216690118,f
559,Zlib -9,Cricket_X,1.0766580534022394,f
554,Zstd -1,Cricket_X,1.0753844499408538,f
555,Zstd -9,Cricket_X,1.075268817204301,f
1763,FastPFOR,Cricket_Y,1.9916351324437362,f
539,Huffman,Cricket_Y,1.07284626113078,f
536,LZ4,Cricket_Y,0.9961151509114453,f
1762,SIMDBP128,Cricket_Y,1.9916351324437362,f
1764,Simple8B,Cricket_Y,1.521838380763963,f
535,Snappy,Cricket_Y,0.9999000099990001,f
901,SprintzDelta_16b -1,Cricket_Y,1.3408420488066506,c
903,SprintzDelta_Huf_16b -1,Cricket_Y,1.349892008639309,c
902,SprintzXff_16b -1,Cricket_Y,1.3403029084573113,c
904,SprintzXff_Huf_16b -1,Cricket_Y,1.3486176668914363,c
537,Zlib -1,Cricket_Y,1.0807305738679347,f
538,Zlib -9,Cricket_Y,1.0756157900397978,f
533,Zstd -1,Cricket_Y,1.0729613733905579,f
534,Zstd -9,Cricket_Y,1.07284626113078,f
1775,FastPFOR,Cricket_Z,2.117746717492588,f
567,Huffman,Cricket_Z,1.0750376263169212,f
564,LZ4,Cricket_Z,0.9961151509114453,f
1774,SIMDBP128,Cricket_Z,2.0959966464053656,f
1776,Simple8B,Cricket_Z,1.9928258270227182,f
563,Snappy,Cricket_Z,0.9999000099990001,f
917,SprintzDelta_16b -1,Cricket_Z,1.3401232913428034,c
919,SprintzDelta_Huf_16b -1,Cricket_Z,1.348799568384138,c
918,SprintzXff_16b -1,Cricket_Z,1.3392259274139546,c
920,SprintzXff_Huf_16b -1,Cricket_Z,1.3471642193183349,c
565,Zlib -1,Cricket_Z,1.0822510822510822,f
566,Zlib -9,Cricket_Z,1.0766580534022394,f
561,Zstd -1,Cricket_Z,1.0750376263169212,f
562,Zstd -9,Cricket_Z,1.0750376263169212,f
1535,FastPFOR,DiatomSizeReduction,1.9912385503783354,f
7,Huffman,DiatomSizeReduction,0.9999000099990001,f
4,LZ4,DiatomSizeReduction,0.9961151509114453,f
1534,SIMDBP128,DiatomSizeReduction,1.9916351324437362,f
1536,Simple8B,DiatomSizeReduction,1.7461148943600489,f
3,Snappy,DiatomSizeReduction,0.9999000099990001,f
597,SprintzDelta_16b -1,DiatomSizeReduction,1.4146272457207527,c
599,SprintzDelta_Huf_16b -1,DiatomSizeReduction,1.4273479874393378,c
598,SprintzXff_16b -1,DiatomSizeReduction,1.6877637130801688,c
600,SprintzXff_Huf_16b -1,DiatomSizeReduction,1.7580872011251758,c
5,Zlib -1,DiatomSizeReduction,1.021659174499387,f
6,Zlib -9,DiatomSizeReduction,1.010407194099222,f
1,Zstd -1,DiatomSizeReduction,0.9999000099990001,f
2,Zstd -9,DiatomSizeReduction,0.9999000099990001,f
1661,FastPFOR,DistalPhalanxOutlineAgeGroup,1.987281399046105,f
301,Huffman,DistalPhalanxOutlineAgeGroup,1.0251153254741159,f
298,LZ4,DistalPhalanxOutlineAgeGroup,1.16918040453642,f
1660,SIMDBP128,DistalPhalanxOutlineAgeGroup,1.9896538002387585,f
1662,Simple8B,DistalPhalanxOutlineAgeGroup,1.7173278378842523,f
297,Snappy,DistalPhalanxOutlineAgeGroup,1.0795638562020944,f
765,SprintzDelta_16b -1,DistalPhalanxOutlineAgeGroup,1.2708095056551023,c
767,SprintzDelta_Huf_16b -1,DistalPhalanxOutlineAgeGroup,1.2894906511927788,c
766,SprintzXff_16b -1,DistalPhalanxOutlineAgeGroup,1.3032712107389548,c
768,SprintzXff_Huf_16b -1,DistalPhalanxOutlineAgeGroup,1.3415615776764152,c
299,Zlib -1,DistalPhalanxOutlineAgeGroup,1.199040767386091,f
300,Zlib -9,DistalPhalanxOutlineAgeGroup,1.200912693647172,f
295,Zstd -1,DistalPhalanxOutlineAgeGroup,1.0820168794633196,f
296,Zstd -9,DistalPhalanxOutlineAgeGroup,1.192890373374687,f
1553,FastPFOR,DistalPhalanxOutlineCorrect,1.9900497512437811,f
49,Huffman,DistalPhalanxOutlineCorrect,1.0239606799098915,f
46,LZ4,DistalPhalanxOutlineCorrect,1.1491611123879568,f
1552,SIMDBP128,DistalPhalanxOutlineCorrect,1.9912385503783354,f
1554,Simple8B,DistalPhalanxOutlineCorrect,1.7331022530329288,f
45,Snappy,DistalPhalanxOutlineCorrect,1.0373443983402488,f
621,SprintzDelta_16b -1,DistalPhalanxOutlineCorrect,1.2730744748567793,c
623,SprintzDelta_Huf_16b -1,DistalPhalanxOutlineCorrect,1.2938284383490748,c
622,SprintzXff_16b -1,DistalPhalanxOutlineCorrect,1.3005592404734037,c
624,SprintzXff_Huf_16b -1,DistalPhalanxOutlineCorrect,1.3374348000534975,c
47,Zlib -1,DistalPhalanxOutlineCorrect,1.177301624676242,f
48,Zlib -9,DistalPhalanxOutlineCorrect,1.1788282447247436,f
43,Zstd -1,DistalPhalanxOutlineCorrect,1.067691650651292,f
44,Zstd -9,DistalPhalanxOutlineCorrect,1.1695906432748537,f
1664,FastPFOR,DistalPhalanxTW,1.9876764062810575,f
308,Huffman,DistalPhalanxTW,1.0255358424776946,f
305,LZ4,DistalPhalanxTW,1.1690437222352115,f
1663,SIMDBP128,DistalPhalanxTW,1.9904458598726114,f
1665,Simple8B,DistalPhalanxTW,1.7185083347654238,f
304,Snappy,DistalPhalanxTW,1.0617965597791463,f
769,SprintzDelta_16b -1,DistalPhalanxTW,1.2737230925996688,c
771,SprintzDelta_Huf_16b -1,DistalPhalanxTW,1.2924906294429364,c
770,SprintzXff_16b -1,DistalPhalanxTW,1.3077023669412842,c
772,SprintzXff_Huf_16b -1,DistalPhalanxTW,1.3440860215053763,c
306,Zlib -1,DistalPhalanxTW,1.1963153487259242,f
307,Zlib -9,DistalPhalanxTW,1.1976047904191616,f
302,Zstd -1,DistalPhalanxTW,1.1896264572924102,f
303,Zstd -9,DistalPhalanxTW,1.1911852293031566,f
1625,FastPFOR,ECG200,1.9813750743015652,f
217,Huffman,ECG200,1.0283833813245578,f
214,LZ4,ECG200,0.99601593625498,f
1624,SIMDBP128,ECG200,1.987281399046105,f
1626,Simple8B,ECG200,1.7743080198722498,f
213,Snappy,ECG200,0.9999000099990001,f
717,SprintzDelta_16b -1,ECG200,1.165093790050099,c
719,SprintzDelta_Huf_16b -1,ECG200,1.1669973159061735,c
718,SprintzXff_16b -1,ECG200,1.1669973159061735,c
720,SprintzXff_Huf_16b -1,ECG200,1.1693171188026192,c
215,Zlib -1,ECG200,1.0251153254741159,f
216,Zlib -9,ECG200,1.0258514567090684,f
211,Zstd -1,ECG200,1.0280662074637608,f
212,Zstd -9,ECG200,1.0279605263157894,f
1670,FastPFOR,ECG5000,1.99203187250996,f
322,Huffman,ECG5000,1.0775862068965518,f
319,LZ4,ECG5000,0.9961151509114453,f
1669,SIMDBP128,ECG5000,1.99203187250996,f
1671,Simple8B,ECG5000,1.68321831341525,f
318,Snappy,ECG5000,1.0,f
777,SprintzDelta_16b -1,ECG5000,1.3444474321054047,c
779,SprintzDelta_Huf_16b -1,ECG5000,1.349709812390336,c
778,SprintzXff_16b -1,ECG5000,1.3469827586206897,c
780,SprintzXff_Huf_16b -1,ECG5000,1.3526308670363856,c
320,Zlib -1,ECG5000,1.0863661053775122,f
321,Zlib -9,ECG5000,1.0787486515641855,f
316,Zstd -1,ECG5000,1.0774701002047193,f
317,Zstd -9,ECG5000,1.0778184953653804,f
1724,FastPFOR,ECGFiveDays,1.9900497512437811,f
448,Huffman,ECGFiveDays,1.122208506340478,f
445,LZ4,ECGFiveDays,0.9961151509114453,f
1723,SIMDBP128,ECGFiveDays,1.9912385503783354,f
1725,Simple8B,ECGFiveDays,1.5108022359873092,f
444,Snappy,ECGFiveDays,1.0,f
849,SprintzDelta_16b -1,ECGFiveDays,1.3854253255749513,c
851,SprintzDelta_Huf_16b -1,ECGFiveDays,1.4037057832678272,c
850,SprintzXff_16b -1,ECGFiveDays,1.3873473917869035,c
852,SprintzXff_Huf_16b -1,ECGFiveDays,1.397428731134712,c
446,Zlib -1,ECGFiveDays,1.179523472517103,f
447,Zlib -9,ECGFiveDays,1.1921793037672868,f
442,Zstd -1,ECGFiveDays,1.122208506340478,f
443,Zstd -9,ECGFiveDays,1.1582117211026175,f
1715,FastPFOR,Earthquakes,2.2336385972749606,f
427,Huffman,Earthquakes,1.1961722488038278,f
424,LZ4,Earthquakes,2.405002405002405,f
1714,SIMDBP128,Earthquakes,2.0682523267838677,f
1716,Simple8B,Earthquakes,2.1079258010118043,f
423,Snappy,Earthquakes,2.4557956777996073,f
837,SprintzDelta_16b -1,Earthquakes,1.2526619065514217,c
839,SprintzDelta_Huf_16b -1,Earthquakes,2.2639800769753227,c
838,SprintzXff_16b -1,Earthquakes,1.2152144853566653,c
840,SprintzXff_Huf_16b -1,Earthquakes,1.826817683595177,c
425,Zlib -1,Earthquakes,3.2679738562091503,f
426,Zlib -9,Earthquakes,3.61794500723589,f
421,Zstd -1,Earthquakes,3.147623544224111,f
422,Zstd -9,Earthquakes,3.3112582781456954,f
1562,FastPFOR,ElectricDevices,2.015722636565209,f
70,Huffman,ElectricDevices,1.1860989206499821,f
67,LZ4,ElectricDevices,2.484472049689441,f
1561,SIMDBP128,ElectricDevices,1.9924287706714485,f
1563,Simple8B,ElectricDevices,1.7455053237912377,f
66,Snappy,ElectricDevices,2.4142926122646062,f
633,SprintzDelta_16b -1,ElectricDevices,1.6926201760324984,c
635,SprintzDelta_Huf_16b -1,ElectricDevices,2.170138888888889,c
634,SprintzXff_16b -1,ElectricDevices,1.7328019407381736,c
636,SprintzXff_Huf_16b -1,ElectricDevices,2.0863759649488838,c
68,Zlib -1,ElectricDevices,3.2615786040443573,f
69,Zlib -9,ElectricDevices,3.4674063800277395,f
64,Zstd -1,ElectricDevices,2.9779630732578917,f
65,Zstd -9,ElectricDevices,3.208213025344883,f
1745,FastPFOR,FISH,2.2747952684258417,f
497,Huffman,FISH,1.0694043417816275,f
494,LZ4,FISH,0.9961151509114453,f
1744,SIMDBP128,FISH,2.279981760145919,f
1746,Simple8B,FISH,2.095557418273261,f
493,Snappy,FISH,0.9999000099990001,f
877,SprintzDelta_16b -1,FISH,1.7346053772766696,c
879,SprintzDelta_Huf_16b -1,FISH,1.7577781683951486,c
878,SprintzXff_16b -1,FISH,2.331545814875262,c
880,SprintzXff_Huf_16b -1,FISH,2.2962112514351323,c
495,Zlib -1,FISH,1.1321181931393638,f
496,Zlib -9,FISH,1.0844810758052272,f
491,Zstd -1,FISH,1.0694043417816275,f
492,Zstd -9,FISH,1.0884946119516707,f
1607,FastPFOR,FaceAll,2.084201750729471,f
175,Huffman,FaceAll,1.0590976488032195,f
172,LZ4,FaceAll,0.9961151509114453,f
1606,SIMDBP128,FaceAll,1.9972039145196725,f
1608,Simple8B,FaceAll,1.9546520719311964,f
171,Snappy,FaceAll,0.9999000099990001,f
693,SprintzDelta_16b -1,FaceAll,1.1759172154280337,c
695,SprintzDelta_Huf_16b -1,FaceAll,1.1782726522917402,c
694,SprintzXff_16b -1,FaceAll,1.2014898474107893,c
696,SprintzXff_Huf_16b -1,FaceAll,1.2043839576056847,c
173,Zlib -1,FaceAll,1.0578652279699565,f
174,Zlib -9,FaceAll,1.0599957600169598,f
169,Zstd -1,FaceAll,1.0599957600169598,f
170,Zstd -9,FaceAll,1.0615711252653928,f
1694,FastPFOR,FaceFour,1.9916351324437362,f
378,Huffman,FaceFour,1.045696957021855,f
375,LZ4,FaceFour,1.043079169708981,f
1693,SIMDBP128,FaceFour,1.9932230416583614,f
1695,Simple8B,FaceFour,1.8389113644722324,f
374,Snappy,FaceFour,1.0258514567090684,f
809,SprintzDelta_16b -1,FaceFour,1.1943150603129105,c
811,SprintzDelta_Huf_16b -1,FaceFour,1.5862944162436547,c
810,SprintzXff_16b -1,FaceFour,1.1944577161968466,c
812,SprintzXff_Huf_16b -1,FaceFour,1.4983518130056939,c
376,Zlib -1,FaceFour,1.2410027302060065,f
377,Zlib -9,FaceFour,1.2613521695257315,f
372,Zstd -1,FaceFour,1.1358473421172193,f
373,Zstd -9,FaceFour,1.2708095056551023,f
1685,FastPFOR,FacesUCR,2.084201750729471,f
357,Huffman,FacesUCR,1.058761249338274,f
354,LZ4,FacesUCR,0.9961151509114453,f
1684,SIMDBP128,FacesUCR,2.000400080016003,f
1686,Simple8B,FacesUCR,1.9546520719311964,f
353,Snappy,FacesUCR,0.9999000099990001,f
797,SprintzDelta_16b -1,FacesUCR,1.175226231049477,c
799,SprintzDelta_Huf_16b -1,FacesUCR,1.1775788977861517,c
798,SprintzXff_16b -1,FacesUCR,1.203369434416366,c
800,SprintzXff_Huf_16b -1,FacesUCR,1.2055455093429777,c
355,Zlib -1,FacesUCR,1.0559662090813093,f
356,Zlib -9,FacesUCR,1.0585371017254155,f
351,Zstd -1,FacesUCR,1.058873358746294,f
352,Zstd -9,FacesUCR,1.0604453870625663,f
1613,FastPFOR,FordA,1.99203187250996,f
189,Huffman,FordA,1.0327377878756583,f
186,LZ4,FordA,0.9961151509114453,f
1612,SIMDBP128,FordA,1.99203187250996,f
1614,Simple8B,FordA,1.699524133242692,f
185,Snappy,FordA,1.0,f
701,SprintzDelta_16b -1,FordA,1.210214207914801,c
703,SprintzDelta_Huf_16b -1,FordA,1.212709192335678,c
702,SprintzXff_16b -1,FordA,1.352447930754666,c
704,SprintzXff_Huf_16b -1,FordA,1.3537295248409367,c
187,Zlib -1,FordA,1.0307153164296021,f
188,Zlib -9,FordA,1.0309278350515463,f
183,Zstd -1,FordA,1.0329511414110113,f
184,Zstd -9,FordA,1.032844453625284,f
1589,FastPFOR,FordB,1.99203187250996,f
133,Huffman,FordB,1.0363768266141569,f
130,LZ4,FordB,0.9961151509114453,f
1588,SIMDBP128,FordB,1.99203187250996,f
1590,Simple8B,FordB,1.6139444803098772,f
129,Snappy,FordB,1.0,f
669,SprintzDelta_16b -1,FordB,1.2144765606023804,c
671,SprintzDelta_Huf_16b -1,FordB,1.2168410805548795,c
670,SprintzXff_16b -1,FordB,1.3482540110556829,c
672,SprintzXff_Huf_16b -1,FordB,1.3500742540839747,c
131,Zlib -1,FordB,1.0341261633919339,f
132,Zlib -9,FordB,1.0340192327577293,f
127,Zstd -1,FordB,1.0364842454394694,f
128,Zstd -9,FordB,1.0364842454394694,f
1736,FastPFOR,Gun_Point,1.990842126219391,f
476,Huffman,Gun_Point,1.0281719103434093,f
473,LZ4,Gun_Point,0.99601593625498,f
1735,SIMDBP128,Gun_Point,1.9904458598726114,f
1737,Simple8B,Gun_Point,1.75377060680463,f
472,Snappy,Gun_Point,0.9999000099990001,f
865,SprintzDelta_16b -1,Gun_Point,1.5309246785058177,c
867,SprintzDelta_Huf_16b -1,Gun_Point,1.5405946695424435,c
866,SprintzXff_16b -1,Gun_Point,1.6116035455278002,c
868,SprintzXff_Huf_16b -1,Gun_Point,1.6273393002441008,c
474,Zlib -1,Gun_Point,1.0576414595452142,f
475,Zlib -9,Gun_Point,1.051745898190997,f
470,Zstd -1,Gun_Point,1.0279605263157894,f
471,Zstd -9,Gun_Point,1.0279605263157894,f
1754,FastPFOR,Ham,2.126754572522331,f
518,Huffman,Ham,1.0738831615120275,f
515,LZ4,Ham,0.9963136395337252,f
1753,SIMDBP128,Ham,2.0986358866736623,f
1755,Simple8B,Ham,1.9880715705765408,f
514,Snappy,Ham,1.0002000400080016,f
889,SprintzDelta_16b -1,Ham,1.3948946854512485,c
891,SprintzDelta_Huf_16b -1,Ham,1.402524544179523,c
890,SprintzXff_16b -1,Ham,1.539882968894364,c
892,SprintzXff_Huf_16b -1,Ham,1.5436863229391786,c
516,Zlib -1,Ham,1.1018069634200087,f
517,Zlib -9,Ham,1.1002310485201892,f
512,Zstd -1,Ham,1.0744600838078866,f
513,Zstd -9,Ham,1.0827197921178,f
1688,FastPFOR,HandOutlines,2.008838891120932,f
364,Huffman,HandOutlines,1.0017028949213664,f
361,LZ4,HandOutlines,0.9961151509114453,f
1687,SIMDBP128,HandOutlines,2.0177562550443904,f
1689,Simple8B,HandOutlines,1.590583744234134,f
360,Snappy,HandOutlines,1.0,f
801,SprintzDelta_16b -1,HandOutlines,1.8535681186283595,c
803,SprintzDelta_Huf_16b -1,HandOutlines,1.9256691700365878,c
802,SprintzXff_16b -1,HandOutlines,2.0755500207555,c
804,SprintzXff_Huf_16b -1,HandOutlines,2.075980900975711,c
362,Zlib -1,HandOutlines,1.0595465140919686,f
363,Zlib -9,HandOutlines,1.026167265264238,f
358,Zstd -1,HandOutlines,1.0,f
359,Zstd -9,HandOutlines,1.0793308148947651,f
1571,FastPFOR,Haptics,1.99203187250996,f
91,Huffman,Haptics,1.0764262648008611,f
88,LZ4,Haptics,0.9961151509114453,f
1570,SIMDBP128,Haptics,1.99203187250996,f
1572,Simple8B,Haptics,1.5001500150015001,f
87,Snappy,Haptics,0.9999000099990001,f
645,SprintzDelta_16b -1,Haptics,1.887861053426468,c
647,SprintzDelta_Huf_16b -1,Haptics,1.9146084625694046,c
646,SprintzXff_16b -1,Haptics,1.9398642095053347,c
648,SprintzXff_Huf_16b -1,Haptics,1.9615535504119264,c
89,Zlib -1,Haptics,1.1649580615097856,f
90,Zlib -9,Haptics,1.104484205875856,f
85,Zstd -1,Haptics,1.0763104079216446,f
86,Zstd -9,Haptics,1.1280315848843767,f
1766,FastPFOR,Herring,1.9904458598726114,f
546,Huffman,Herring,0.9999000099990001,f
543,LZ4,Herring,0.9961151509114453,f
1765,SIMDBP128,Herring,1.9972039145196725,f
1767,Simple8B,Herring,1.7226528854435832,f
542,Snappy,Herring,0.9999000099990001,f
905,SprintzDelta_16b -1,Herring,1.4108352144469527,c
907,SprintzDelta_Huf_16b -1,Herring,1.4206563432305725,c
906,SprintzXff_16b -1,Herring,1.555451858764971,c
908,SprintzXff_Huf_16b -1,Herring,1.5669069257286117,c
544,Zlib -1,Herring,1.0071507704703393,f
545,Zlib -9,Herring,1.0021044192804889,f
